pl_name,pl_letter,discoverymethod,disc_year,disc_facility
TOI-1443 b,b,Transit,2024,Transiting Exoplanet Survey Satellite (TESS)
TOI-1444 b,b,Transit,2021,Transiting Exoplanet Survey Satellite (TESS)
TOI-1444 b,b,Transit,2021,Transiting Exoplanet Survey Satellite (TESS)
TOI-1444 b,b,Transit,2021,Transiting Exoplanet Survey Satellite (TESS)
TOI-1448 b,b,Transit,2024,Transiting Exoplanet Survey Satellite (TESS)
TOI-1448 b,b,Transit,2024,Transiting Exoplanet Survey Satellite (TESS)
TOI-1450 A b,b,Transit,2024,Transiting Exoplanet Survey Satellite (TESS)
TOI-1450 A b,b,Transit,2024,Transiting Exoplanet Survey Satellite (TESS)
TOI-1450 A c,c,Transit,2024,Gemini Observatory
TOI-1451 b,b,Transit,2024,Transiting Exoplanet Survey Satellite (TESS)
TOI-1451 b,b,Transit,2024,Transiting Exoplanet Survey Satellite (TESS)
TOI-1452 b,b,Transit,2022,Transiting Exoplanet Survey Satellite (TESS)
TOI-1452 b,b,Transit,2022,Transiting Exoplanet Survey Satellite (TESS)
TOI-1453 b,b,Transit,2025,Transiting Exoplanet Survey Satellite (TESS)
TOI-1453 b,b,Transit,2025,Transiting Exoplanet Survey Satellite (TESS)
TOI-1453 c,c,Transit,2025,Transiting Exoplanet Survey Satellite (TESS)
TOI-1453 c,c,Transit,2025,Transiting Exoplanet Survey Satellite (TESS)
TOI-1467 b,b,Transit,2024,Transiting Exoplanet Survey Satellite (TESS)
TOI-1467 b,b,Transit,2024,Transiting Exoplanet Survey Satellite (TESS)
TOI-1467 b,b,Transit,2024,Transiting Exoplanet Survey Satellite (TESS)
TOI-1467 b,b,Transit,2024,Transiting Exoplanet Survey Satellite (TESS)
TOI-1468 b,b,Transit,2022,Transiting Exoplanet Survey Satellite (TESS)
TOI-1468 b,b,Transit,2022,Transiting Exoplanet Survey Satellite (TESS)
TOI-1468 c,c,Transit,2022,Transiting Exoplanet Survey Satellite (TESS)
TOI-1468 c,c,Transit,2022,Transiting Exoplanet Survey Satellite (TESS)
TOI-1470 b,b,Transit,2023,Transiting Exoplanet Survey Satellite (TESS)
TOI-1470 b,b,Transit,2023,Transiting Exoplanet Survey Satellite (TESS)
TOI-1470 c,c,Transit,2023,Transiting Exoplanet Survey Satellite (TESS)
TOI-1472 b,b,Transit,2024,Transiting Exoplanet Survey Satellite (TESS)
TOI-1472 b,b,Transit,2024,Transiting Exoplanet Survey Satellite (TESS)
TOI-1478 b,b,Transit,2021,Transiting Exoplanet Survey Satellite (TESS)
TOI-1478 b,b,Transit,2021,Transiting Exoplanet Survey Satellite (TESS)
TOI-1478 b,b,Transit,2021,Transiting Exoplanet Survey Satellite (TESS)
TOI-1478 b,b,Transit,2021,Transiting Exoplanet Survey Satellite (TESS)
TOI-150.01,b,Transit,2019,Transiting Exoplanet Survey Satellite (TESS)
TOI-150.01,b,Transit,2019,Transiting Exoplanet Survey Satellite (TESS)
TOI-150.01,b,Transit,2019,Transiting Exoplanet Survey Satellite (TESS)
TOI-150.01,b,Transit,2019,Transiting Exoplanet Survey Satellite (TESS)
TOI-1516 b,b,Transit,2022,Transiting Exoplanet Survey Satellite (TESS)
TOI-1516 b,b,Transit,2022,Transiting Exoplanet Survey Satellite (TESS)
TOI-1518 b,b,Transit,2021,Multiple Observatories
TOI-1518 b,b,Transit,2021,Multiple Observatories
TOI-1518 b,b,Transit,2021,Multiple Observatories
TOI-157 b,b,Transit,2020,Transiting Exoplanet Survey Satellite (TESS)
TOI-157 b,b,Transit,2020,Transiting Exoplanet Survey Satellite (TESS)
TOI-157 b,b,Transit,2020,Transiting Exoplanet Survey Satellite (TESS)
TOI-157 b,b,Transit,2020,Transiting Exoplanet Survey Satellite (TESS)
TOI-1601 b,b,Transit,2021,Transiting Exoplanet Survey Satellite (TESS)
TOI-1601 b,b,Transit,2021,Transiting Exoplanet Survey Satellite (TESS)
TOI-1601 b,b,Transit,2021,Transiting Exoplanet Survey Satellite (TESS)
TOI-163 b,b,Transit,2019,Transiting Exoplanet Survey Satellite (TESS)
TOI-163 b,b,Transit,2019,Transiting Exoplanet Survey Satellite (TESS)
TOI-163 b,b,Transit,2019,Transiting Exoplanet Survey Satellite (TESS)
TOI-1630.01,b,Transit,2024,Transiting Exoplanet Survey Satellite (TESS)
TOI-1630.01,b,Transit,2024,Transiting Exoplanet Survey Satellite (TESS)
TOI-1634 b,b,Transit,2021,Transiting Exoplanet Survey Satellite (TESS)
TOI-1634 b,b,Transit,2021,Transiting Exoplanet Survey Satellite (TESS)
TOI-1634 b,b,Transit,2021,Transiting Exoplanet Survey Satellite (TESS)
TOI-1634 b,b,Transit,2021,Transiting Exoplanet Survey Satellite (TESS)
TOI-1634 c,c,Radial Velocity,2022,Multiple Observatories
TOI-1659.01,b,Transit,2024,Transiting Exoplanet Survey Satellite (TESS)
TOI-1659.01,b,Transit,2024,Transiting Exoplanet Survey Satellite (TESS)
TOI-1669 b,b,Radial Velocity,2023,W. M. Keck Observatory
TOI-1669 b,b,Radial Velocity,2023,W. M. Keck Observatory
TOI-1669 c,c,Transit,2024,Transiting Exoplanet Survey Satellite (TESS)
TOI-1669 c,c,Transit,2024,Transiting Exoplanet Survey Satellite (TESS)
TOI-1670 b,b,Transit,2022,Transiting Exoplanet Survey Satellite (TESS)
TOI-1670 b,b,Transit,2022,Transiting Exoplanet Survey Satellite (TESS)
TOI-1670 c,c,Transit,2022,Transiting Exoplanet Survey Satellite (TESS)
TOI-1670 c,c,Transit,2022,Transiting Exoplanet Survey Satellite (TESS)
TOI-1670 c,c,Transit,2022,Transiting Exoplanet Survey Satellite (TESS)
TOI-1680 b,b,Transit,2023,Transiting Exoplanet Survey Satellite (TESS)
TOI-1680 b,b,Transit,2023,Transiting Exoplanet Survey Satellite (TESS)
TOI-1683.01,b,Transit,2024,Transiting Exoplanet Survey Satellite (TESS)
TOI-1683.01,b,Transit,2024,Transiting Exoplanet Survey Satellite (TESS)
TOI-1685 b,b,Transit,2021,Transiting Exoplanet Survey Satellite (TESS)
TOI-1685 b,b,Transit,2021,Transiting Exoplanet Survey Satellite (TESS)
TOI-1685 b,b,Transit,2021,Transiting Exoplanet Survey Satellite (TESS)
TOI-1685 b,b,Transit,2021,Transiting Exoplanet Survey Satellite (TESS)
TOI-1685 b,b,Transit,2021,Transiting Exoplanet Survey Satellite (TESS)
TOI-169 b,b,Transit,2020,Transiting Exoplanet Survey Satellite (TESS)
TOI-169 b,b,Transit,2020,Transiting Exoplanet Survey Satellite (TESS)
TOI-169 b,b,Transit,2020,Transiting Exoplanet Survey Satellite (TESS)
TOI-169 b,b,Transit,2020,Transiting Exoplanet Survey Satellite (TESS)
TOI-1691 b,b,Transit,2024,Transiting Exoplanet Survey Satellite (TESS)
TOI-1691 b,b,Transit,2024,Transiting Exoplanet Survey Satellite (TESS)
TOI-1691 b,b,Transit,2024,Transiting Exoplanet Survey Satellite (TESS)
TOI-1693 b,b,Transit,2022,Transiting Exoplanet Survey Satellite (TESS)
TOI-1693 b,b,Transit,2022,Transiting Exoplanet Survey Satellite (TESS)
TOI-1694 b,b,Transit,2023,Transiting Exoplanet Survey Satellite (TESS)
TOI-1694 b,b,Transit,2023,Transiting Exoplanet Survey Satellite (TESS)
TOI-1694 b,b,Transit,2023,Transiting Exoplanet Survey Satellite (TESS)
TOI-1694 b,b,Transit,2023,Transiting Exoplanet Survey Satellite (TESS)
TOI-1694 c,c,Radial Velocity,2023,W. M. Keck Observatory
TOI-1694 c,c,Radial Velocity,2023,W. M. Keck Observatory
TOI-1695 b,b,Transit,2022,Transiting Exoplanet Survey Satellite (TESS)
TOI-1695 b,b,Transit,2022,Transiting Exoplanet Survey Satellite (TESS)
TOI-1695 b,b,Transit,2022,Transiting Exoplanet Survey Satellite (TESS)
TOI-1696 b,b,Transit,2022,Transiting Exoplanet Survey Satellite (TESS)
TOI-1696 b,b,Transit,2022,Transiting Exoplanet Survey Satellite (TESS)
TOI-1696 b,b,Transit,2022,Transiting Exoplanet Survey Satellite (TESS)
TOI-1710 b,b,Transit,2022,Transiting Exoplanet Survey Satellite (TESS)
TOI-1710 b,b,Transit,2022,Transiting Exoplanet Survey Satellite (TESS)
TOI-1710 b,b,Transit,2022,Transiting Exoplanet Survey Satellite (TESS)
TOI-1710 b,b,Transit,2022,Transiting Exoplanet Survey Satellite (TESS)
TOI-1716.01,b,Transit,2024,Transiting Exoplanet Survey Satellite (TESS)
TOI-1716.01,b,Transit,2024,Transiting Exoplanet Survey Satellite (TESS)
TOI-172 b,b,Transit,2019,Transiting Exoplanet Survey Satellite (TESS)
TOI-172 b,b,Transit,2019,Transiting Exoplanet Survey Satellite (TESS)
TOI-172 b,b,Transit,2019,Transiting Exoplanet Survey Satellite (TESS)
TOI-1723 b,b,Transit,2024,Transiting Exoplanet Survey Satellite (TESS)
TOI-1723 b,b,Transit,2024,Transiting Exoplanet Survey Satellite (TESS)
TOI-1723 b,b,Transit,2024,Transiting Exoplanet Survey Satellite (TESS)
TOI-1728 b,b,Transit,2020,Transiting Exoplanet Survey Satellite (TESS)
TOI-1728 b,b,Transit,2020,Transiting Exoplanet Survey Satellite (TESS)
TOI-1728 b,b,Transit,2020,Transiting Exoplanet Survey Satellite (TESS)
TOI-1728 b,b,Transit,2020,Transiting Exoplanet Survey Satellite (TESS)
TOI-1736 b,b,Transit,2023,Transiting Exoplanet Survey Satellite (TESS)
TOI-1736 b,b,Transit,2023,Transiting Exoplanet Survey Satellite (TESS)
TOI-1736 b,b,Transit,2023,Transiting Exoplanet Survey Satellite (TESS)
TOI-1736 b,b,Transit,2023,Transiting Exoplanet Survey Satellite (TESS)
TOI-1736 c,c,Radial Velocity,2023,Haute-Provence Observatory
TOI-1736 c,c,Radial Velocity,2023,Haute-Provence Observatory
TOI-1736 c,c,Radial Velocity,2023,Haute-Provence Observatory
TOI-1739 b,b,Transit,2024,Transiting Exoplanet Survey Satellite (TESS)
TOI-1739 b,b,Transit,2024,Transiting Exoplanet Survey Satellite (TESS)
TOI-1739 b,b,Transit,2024,Transiting Exoplanet Survey Satellite (TESS)
TOI-1742 b,b,Transit,2024,Transiting Exoplanet Survey Satellite (TESS)
TOI-1742 b,b,Transit,2024,Transiting Exoplanet Survey Satellite (TESS)
TOI-1744.01,b,Transit,2024,Transiting Exoplanet Survey Satellite (TESS)
TOI-1744.01,b,Transit,2024,Transiting Exoplanet Survey Satellite (TESS)
TOI-1749 b,b,Transit,2021,Transiting Exoplanet Survey Satellite (TESS)
TOI-1749 b,b,Transit,2021,Transiting Exoplanet Survey Satellite (TESS)
TOI-1749 c,c,Transit,2021,Transiting Exoplanet Survey Satellite (TESS)
TOI-1749 c,c,Transit,2021,Transiting Exoplanet Survey Satellite (TESS)
TOI-1749 d,d,Transit,2021,Transiting Exoplanet Survey Satellite (TESS)
TOI-1749 d,d,Transit,2021,Transiting Exoplanet Survey Satellite (TESS)
TOI-1751 b,b,Transit,2024,Transiting Exoplanet Survey Satellite (TESS)
TOI-1751 b,b,Transit,2024,Transiting Exoplanet Survey Satellite (TESS)
TOI-1751 b,b,Transit,2024,Transiting Exoplanet Survey Satellite (TESS)
TOI-1753 b,b,Transit,2024,Transiting Exoplanet Survey Satellite (TESS)
TOI-1753 b,b,Transit,2024,Transiting Exoplanet Survey Satellite (TESS)
TOI-1758 b,b,Transit,2024,Transiting Exoplanet Survey Satellite (TESS)
TOI-1758 b,b,Transit,2024,Transiting Exoplanet Survey Satellite (TESS)
TOI-1758 b,b,Transit,2024,Transiting Exoplanet Survey Satellite (TESS)
TOI-1759 b,b,Transit,2022,Transiting Exoplanet Survey Satellite (TESS)
TOI-1759 b,b,Transit,2022,Transiting Exoplanet Survey Satellite (TESS)
TOI-1759 b,b,Transit,2022,Transiting Exoplanet Survey Satellite (TESS)
TOI-1759 b,b,Transit,2022,Transiting Exoplanet Survey Satellite (TESS)
TOI-1768.01,b,Transit,2024,Transiting Exoplanet Survey Satellite (TESS)
TOI-1768.01,b,Transit,2024,Transiting Exoplanet Survey Satellite (TESS)
TOI-1772.01,b,Transit,2024,Transiting Exoplanet Survey Satellite (TESS)
TOI-1772.01,b,Transit,2024,Transiting Exoplanet Survey Satellite (TESS)
TOI-1775 b,b,Transit,2024,Transiting Exoplanet Survey Satellite (TESS)
TOI-1775 b,b,Transit,2024,Transiting Exoplanet Survey Satellite (TESS)
TOI-1776 b,b,Transit,2024,Transiting Exoplanet Survey Satellite (TESS)
TOI-1776 b,b,Transit,2024,Transiting Exoplanet Survey Satellite (TESS)
TOI-1777.01,b,Transit,2024,Transiting Exoplanet Survey Satellite (TESS)
TOI-1777.01,b,Transit,2024,Transiting Exoplanet Survey Satellite (TESS)
TOI-178 b,b,Transit,2021,Transiting Exoplanet Survey Satellite (TESS)
TOI-178 c,c,Transit,2021,Transiting Exoplanet Survey Satellite (TESS)
TOI-178 c,c,Transit,2021,Transiting Exoplanet Survey Satellite (TESS)
TOI-178 d,d,Transit,2021,Transiting Exoplanet Survey Satellite (TESS)
TOI-178 d,d,Transit,2021,Transiting Exoplanet Survey Satellite (TESS)
TOI-178 e,e,Transit,2021,Transiting Exoplanet Survey Satellite (TESS)
TOI-178 e,e,Transit,2021,Transiting Exoplanet Survey Satellite (TESS)
TOI-178 f,f,Transit,2021,Multiple Observatories
TOI-178 g,g,Transit,2021,Transiting Exoplanet Survey Satellite (TESS)
TOI-178 g,g,Transit,2021,Transiting Exoplanet Survey Satellite (TESS)
TOI-1782.01,c,Transit,2024,Transiting Exoplanet Survey Satellite (TESS)
TOI-1782.01,c,Transit,2024,Transiting Exoplanet Survey Satellite (TESS)
TOI-1782.02,b,Transit,2024,Transiting Exoplanet Survey Satellite (TESS)
TOI-1782.02,b,Transit,2024,Transiting Exoplanet Survey Satellite (TESS)
TOI-1789 b,b,Transit,2021,Transiting Exoplanet Survey Satellite (TESS)
TOI-1789 b,b,Transit,2021,Transiting Exoplanet Survey Satellite (TESS)
TOI-1789 b,b,Transit,2021,Transiting Exoplanet Survey Satellite (TESS)
TOI-1794 b,b,Transit,2024,Transiting Exoplanet Survey Satellite (TESS)
TOI-1794 b,b,Transit,2024,Transiting Exoplanet Survey Satellite (TESS)
TOI-1798.01,b,Transit,2024,Transiting Exoplanet Survey Satellite (TESS)
TOI-1798.01,b,Transit,2024,Transiting Exoplanet Survey Satellite (TESS)
TOI-1798.01,b,Transit,2024,Transiting Exoplanet Survey Satellite (TESS)
TOI-1798.02,c,Transit,2024,Transiting Exoplanet Survey Satellite (TESS)
TOI-1798.02,c,Transit,2024,Transiting Exoplanet Survey Satellite (TESS)
TOI-1798.02,c,Transit,2024,Transiting Exoplanet Survey Satellite (TESS)
TOI-1798.02,c,Transit,2024,Transiting Exoplanet Survey Satellite (TESS)
TOI-1799 b,b,Transit,2024,Transiting Exoplanet Survey Satellite (TESS)
TOI-1799 b,b,Transit,2024,Transiting Exoplanet Survey Satellite (TESS)
TOI-1799 b,b,Transit,2024,Transiting Exoplanet Survey Satellite (TESS)
TOI-1801 b,b,Transit,2023,Transiting Exoplanet Survey Satellite (TESS)
TOI-1801 b,b,Transit,2023,Transiting Exoplanet Survey Satellite (TESS)
TOI-1801 b,b,Transit,2023,Transiting Exoplanet Survey Satellite (TESS)
TOI-1806.01,b,Transit,2024,Transiting Exoplanet Survey Satellite (TESS)
TOI-1806.01,b,Transit,2024,Transiting Exoplanet Survey Satellite (TESS)
TOI-1807 b,b,Transit,2021,Transiting Exoplanet Survey Satellite (TESS)
TOI-1807 b,b,Transit,2021,Transiting Exoplanet Survey Satellite (TESS)
TOI-1807 b,b,Transit,2021,Transiting Exoplanet Survey Satellite (TESS)
TOI-1807 b,b,Transit,2021,Transiting Exoplanet Survey Satellite (TESS)
TOI-181 b,b,Transit,2023,Transiting Exoplanet Survey Satellite (TESS)
TOI-181 b,b,Transit,2023,Transiting Exoplanet Survey Satellite (TESS)
TOI-1811 b,b,Transit,2023,Transiting Exoplanet Survey Satellite (TESS)
TOI-1811 b,b,Transit,2023,Transiting Exoplanet Survey Satellite (TESS)
TOI-1820 b,b,Transit,2022,Transiting Exoplanet Survey Satellite (TESS)
TOI-1820 b,b,Transit,2022,Transiting Exoplanet Survey Satellite (TESS)
TOI-1823 b,b,Transit,2024,Transiting Exoplanet Survey Satellite (TESS)
TOI-1823 b,b,Transit,2024,Transiting Exoplanet Survey Satellite (TESS)
TOI-1824 b,b,Transit,2024,Transiting Exoplanet Survey Satellite (TESS)
TOI-1824 b,b,Transit,2024,Transiting Exoplanet Survey Satellite (TESS)
TOI-1836 b,b,Transit,2024,Transiting Exoplanet Survey Satellite (TESS)
TOI-1836 b,b,Transit,2024,Transiting Exoplanet Survey Satellite (TESS)
TOI-1836 b,b,Transit,2024,Transiting Exoplanet Survey Satellite (TESS)
TOI-1836 b,b,Transit,2024,Transiting Exoplanet Survey Satellite (TESS)
TOI-1836 c,c,Transit,2024,Transiting Exoplanet Survey Satellite (TESS)
TOI-1836 c,c,Transit,2024,Transiting Exoplanet Survey Satellite (TESS)
TOI-1842 b,b,Transit,2021,Transiting Exoplanet Survey Satellite (TESS)
TOI-1842 b,b,Transit,2021,Transiting Exoplanet Survey Satellite (TESS)
TOI-1842 b,b,Transit,2021,Transiting Exoplanet Survey Satellite (TESS)
TOI-1842 b,b,Transit,2021,Transiting Exoplanet Survey Satellite (TESS)
TOI-1853 b,b,Transit,2023,Transiting Exoplanet Survey Satellite (TESS)
TOI-1853 b,b,Transit,2023,Transiting Exoplanet Survey Satellite (TESS)
TOI-1855 b,b,Transit,2024,Transiting Exoplanet Survey Satellite (TESS)
TOI-1855 b,b,Transit,2024,Transiting Exoplanet Survey Satellite (TESS)
TOI-1859 b,b,Transit,2023,Transiting Exoplanet Survey Satellite (TESS)
TOI-1859 b,b,Transit,2023,Transiting Exoplanet Survey Satellite (TESS)
TOI-1860 b,b,Transit,2022,Transiting Exoplanet Survey Satellite (TESS)
TOI-1860 b,b,Transit,2022,Transiting Exoplanet Survey Satellite (TESS)
TOI-1883 b,b,Transit,2024,Transiting Exoplanet Survey Satellite (TESS)
TOI-1883 b,b,Transit,2024,Transiting Exoplanet Survey Satellite (TESS)
TOI-1898 b,b,Transit,2024,Transiting Exoplanet Survey Satellite (TESS)
TOI-1898 b,b,Transit,2024,Transiting Exoplanet Survey Satellite (TESS)
TOI-1899 b,b,Transit,2020,Transiting Exoplanet Survey Satellite (TESS)
TOI-1899 b,b,Transit,2020,Transiting Exoplanet Survey Satellite (TESS)
TOI-1899 b,b,Transit,2020,Transiting Exoplanet Survey Satellite (TESS)
TOI-1937 A b,b,Transit,2023,Transiting Exoplanet Survey Satellite (TESS)
TOI-1937 A b,b,Transit,2023,Transiting Exoplanet Survey Satellite (TESS)
TOI-198 b,b,Transit,2023,Transiting Exoplanet Survey Satellite (TESS)
TOI-198 b,b,Transit,2023,Transiting Exoplanet Survey Satellite (TESS)
TOI-199 b,b,Transit,2023,Transiting Exoplanet Survey Satellite (TESS)
TOI-199 b,b,Transit,2023,Transiting Exoplanet Survey Satellite (TESS)
TOI-199 c,c,Transit Timing Variations,2023,Multiple Observatories
TOI-1994 b,b,Transit,2024,Transiting Exoplanet Survey Satellite (TESS)
TOI-1994 b,b,Transit,2024,Transiting Exoplanet Survey Satellite (TESS)
TOI-2000 b,b,Transit,2023,Transiting Exoplanet Survey Satellite (TESS)
TOI-2000 b,b,Transit,2023,Transiting Exoplanet Survey Satellite (TESS)
TOI-2000 c,c,Transit,2023,Transiting Exoplanet Survey Satellite (TESS)
TOI-2000 c,c,Transit,2023,Transiting Exoplanet Survey Satellite (TESS)
TOI-201 b,b,Transit,2021,Transiting Exoplanet Survey Satellite (TESS)
TOI-201 b,b,Transit,2021,Transiting Exoplanet Survey Satellite (TESS)
TOI-201 b,b,Transit,2021,Transiting Exoplanet Survey Satellite (TESS)
TOI-2010 b,b,Transit,2023,Transiting Exoplanet Survey Satellite (TESS)
TOI-2010 b,b,Transit,2023,Transiting Exoplanet Survey Satellite (TESS)
TOI-2015 b,b,Transit,2023,Transiting Exoplanet Survey Satellite (TESS)
TOI-2015 b,b,Transit,2023,Transiting Exoplanet Survey Satellite (TESS)
TOI-2015 b,b,Transit,2023,Transiting Exoplanet Survey Satellite (TESS)
TOI-2015 c,c,Transit Timing Variations,2025,Multiple Observatories
TOI-2018 b,b,Transit,2023,Transiting Exoplanet Survey Satellite (TESS)
TOI-2018 b,b,Transit,2023,Transiting Exoplanet Survey Satellite (TESS)
TOI-2019 b,b,Transit,2024,Transiting Exoplanet Survey Satellite (TESS)
TOI-2019 b,b,Transit,2024,Transiting Exoplanet Survey Satellite (TESS)
TOI-2025 b,b,Transit,2022,Transiting Exoplanet Survey Satellite (TESS)
TOI-2025 b,b,Transit,2022,Transiting Exoplanet Survey Satellite (TESS)
TOI-2025 b,b,Transit,2022,Transiting Exoplanet Survey Satellite (TESS)
TOI-2046 b,b,Transit,2022,Transiting Exoplanet Survey Satellite (TESS)
TOI-2046 b,b,Transit,2022,Transiting Exoplanet Survey Satellite (TESS)
TOI-2048 b,b,Transit,2022,Transiting Exoplanet Survey Satellite (TESS)
TOI-2048 b,b,Transit,2022,Transiting Exoplanet Survey Satellite (TESS)
TOI-206 b,b,Transit,2022,Transiting Exoplanet Survey Satellite (TESS)
TOI-206 b,b,Transit,2022,Transiting Exoplanet Survey Satellite (TESS)
TOI-2068 b,b,Transit,2024,Transiting Exoplanet Survey Satellite (TESS)
TOI-2068 b,b,Transit,2024,Transiting Exoplanet Survey Satellite (TESS)
TOI-2076 b,b,Transit,2021,Transiting Exoplanet Survey Satellite (TESS)
TOI-2076 b,b,Transit,2021,Transiting Exoplanet Survey Satellite (TESS)
TOI-2076 b,b,Transit,2021,Transiting Exoplanet Survey Satellite (TESS)
TOI-2076 b,b,Transit,2021,Transiting Exoplanet Survey Satellite (TESS)
TOI-2076 b,b,Transit,2021,Transiting Exoplanet Survey Satellite (TESS)
TOI-2076 b,b,Transit,2021,Transiting Exoplanet Survey Satellite (TESS)
TOI-2076 c,c,Transit,2021,Transiting Exoplanet Survey Satellite (TESS)
TOI-2076 c,c,Transit,2021,Transiting Exoplanet Survey Satellite (TESS)
TOI-2076 c,c,Transit,2021,Transiting Exoplanet Survey Satellite (TESS)
TOI-2076 c,c,Transit,2021,Transiting Exoplanet Survey Satellite (TESS)
TOI-2076 d,d,Transit,2021,Transiting Exoplanet Survey Satellite (TESS)
TOI-2076 d,d,Transit,2021,Transiting Exoplanet Survey Satellite (TESS)
TOI-2076 d,d,Transit,2021,Transiting Exoplanet Survey Satellite (TESS)
TOI-2076 d,d,Transit,2021,Transiting Exoplanet Survey Satellite (TESS)
TOI-2081 b,b,Transit,2022,Transiting Exoplanet Survey Satellite (TESS)
TOI-2081 b,b,Transit,2022,Transiting Exoplanet Survey Satellite (TESS)
TOI-2084 b,b,Transit,2023,Transiting Exoplanet Survey Satellite (TESS)
TOI-2084 b,b,Transit,2023,Transiting Exoplanet Survey Satellite (TESS)
TOI-2088 b,b,Transit,2024,Transiting Exoplanet Survey Satellite (TESS)
TOI-2088 b,b,Transit,2024,Transiting Exoplanet Survey Satellite (TESS)
TOI-2095 b,b,Transit,2023,Transiting Exoplanet Survey Satellite (TESS)
TOI-2095 b,b,Transit,2023,Transiting Exoplanet Survey Satellite (TESS)
TOI-2095 b,b,Transit,2023,Transiting Exoplanet Survey Satellite (TESS)
TOI-2095 c,c,Transit,2023,Transiting Exoplanet Survey Satellite (TESS)
TOI-2095 c,c,Transit,2023,Transiting Exoplanet Survey Satellite (TESS)
TOI-2095 c,c,Transit,2023,Transiting Exoplanet Survey Satellite (TESS)
TOI-2096 b,b,Transit,2023,Transiting Exoplanet Survey Satellite (TESS)
TOI-2096 b,b,Transit,2023,Transiting Exoplanet Survey Satellite (TESS)
TOI-2096 c,c,Transit,2023,Transiting Exoplanet Survey Satellite (TESS)
TOI-2096 c,c,Transit,2023,Transiting Exoplanet Survey Satellite (TESS)
TOI-2107 b,b,Transit,2024,Transiting Exoplanet Survey Satellite (TESS)
TOI-2107 b,b,Transit,2024,Transiting Exoplanet Survey Satellite (TESS)
TOI-2109 b,b,Transit,2021,Transiting Exoplanet Survey Satellite (TESS)
TOI-2109 b,b,Transit,2021,Transiting Exoplanet Survey Satellite (TESS)
TOI-2120 b,b,Transit,2024,Transiting Exoplanet Survey Satellite (TESS)
TOI-2120 b,b,Transit,2024,Transiting Exoplanet Survey Satellite (TESS)
TOI-2128 b,b,Transit,2024,Transiting Exoplanet Survey Satellite (TESS)
TOI-2128 b,b,Transit,2024,Transiting Exoplanet Survey Satellite (TESS)
TOI-2134 b,b,Transit,2023,Transiting Exoplanet Survey Satellite (TESS)
TOI-2134 b,b,Transit,2023,Transiting Exoplanet Survey Satellite (TESS)
TOI-2134 c,c,Transit,2023,Transiting Exoplanet Survey Satellite (TESS)
TOI-2134 c,c,Transit,2023,Transiting Exoplanet Survey Satellite (TESS)
TOI-2136 b,b,Transit,2022,Transiting Exoplanet Survey Satellite (TESS)
TOI-2136 b,b,Transit,2022,Transiting Exoplanet Survey Satellite (TESS)
TOI-2136 b,b,Transit,2022,Transiting Exoplanet Survey Satellite (TESS)
TOI-2136 b,b,Transit,2022,Transiting Exoplanet Survey Satellite (TESS)
TOI-2141 b,b,Transit,2023,Transiting Exoplanet Survey Satellite (TESS)
TOI-2141 b,b,Transit,2023,Transiting Exoplanet Survey Satellite (TESS)
TOI-2145 b,b,Transit,2023,Transiting Exoplanet Survey Satellite (TESS)
TOI-2145 b,b,Transit,2023,Transiting Exoplanet Survey Satellite (TESS)
TOI-2145 b,b,Transit,2023,Transiting Exoplanet Survey Satellite (TESS)
TOI-2152 A b,b,Transit,2023,Transiting Exoplanet Survey Satellite (TESS)
TOI-2152 A b,b,Transit,2023,Transiting Exoplanet Survey Satellite (TESS)
TOI-2154 b,b,Transit,2023,Transiting Exoplanet Survey Satellite (TESS)
TOI-2154 b,b,Transit,2023,Transiting Exoplanet Survey Satellite (TESS)
TOI-2158 b,b,Transit,2022,Transiting Exoplanet Survey Satellite (TESS)
TOI-2158 b,b,Transit,2022,Transiting Exoplanet Survey Satellite (TESS)
TOI-216.01,c,Transit,2019,Transiting Exoplanet Survey Satellite (TESS)
TOI-216.01,c,Transit,2019,Transiting Exoplanet Survey Satellite (TESS)
TOI-216.01,c,Transit,2019,Transiting Exoplanet Survey Satellite (TESS)
TOI-216.01,c,Transit,2019,Transiting Exoplanet Survey Satellite (TESS)
TOI-216.02,b,Transit,2019,Transiting Exoplanet Survey Satellite (TESS)
TOI-216.02,b,Transit,2019,Transiting Exoplanet Survey Satellite (TESS)
TOI-216.02,b,Transit,2019,Transiting Exoplanet Survey Satellite (TESS)
TOI-216.02,b,Transit,2019,Transiting Exoplanet Survey Satellite (TESS)
TOI-2180 b,b,Transit,2022,Transiting Exoplanet Survey Satellite (TESS)
TOI-2180 b,b,Transit,2022,Transiting Exoplanet Survey Satellite (TESS)
TOI-2180 b,b,Transit,2022,Transiting Exoplanet Survey Satellite (TESS)
TOI-2180 b,b,Transit,2022,Transiting Exoplanet Survey Satellite (TESS)
TOI-2184 b,b,Transit,2022,Transiting Exoplanet Survey Satellite (TESS)
TOI-2184 b,b,Transit,2022,Transiting Exoplanet Survey Satellite (TESS)
TOI-2193 A b,b,Transit,2022,Transiting Exoplanet Survey Satellite (TESS)
TOI-2193 A b,b,Transit,2022,Transiting Exoplanet Survey Satellite (TESS)
TOI-2194 b,b,Transit,2023,Transiting Exoplanet Survey Satellite (TESS)
TOI-2194 b,b,Transit,2023,Transiting Exoplanet Survey Satellite (TESS)
TOI-2196 b,b,Transit,2022,Transiting Exoplanet Survey Satellite (TESS)
